"userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language"
"1Pqyt2W75POPX+6zd9UdZL89ALBtPPELN4NPrly0nag=","1Pqyt2W75POPX+6zd9UdZL89ALBtPPELN4NPrly0nag=","1Pqyt2W75POPX+6zd9UdZL89ALBtPPELN4NPrly0nag=","Баку, Азербайджан","Haqqin.az является независимым информационным агентством. Азербайджане, и одним из ведущих поставщиков новостей #haqqin @haqqin_az @haqqin__az #azerbaijan #news","https://t.co/LyyON1tU3g","374","245","2016-04-27","ru"
"wkWpPqExTdYSLeborWuyIoY5ea9gTGDm3ZB3Ct4m5A=","wkWpPqExTdYSLeborWuyIoY5ea9gTGDm3ZB3Ct4m5A=","wkWpPqExTdYSLeborWuyIoY5ea9gTGDm3ZB3Ct4m5A=","Igdir, Turkey","😄","","66","441","2019-02-21","en"
"eo0xpq4n+8U5Uy2FZlrcxtBEd0gldAZyDPDT+7D+wY=","eo0xpq4n+8U5Uy2FZlrcxtBEd0gldAZyDPDT+7D+wY=","eo0xpq4n+8U5Uy2FZlrcxtBEd0gldAZyDPDT+7D+wY=","Baku, Azerbaijan","Manager @Absheron Yacht Club
#Justiceforkhojaly
#StopArmenianAggression
#StopArmenianOccupation
#HocalıKatliamı
#EndofOccupation
#Back2karabakh
#shareforkhojaly","","141","579","2019-02-21","en"
"46eJLsV6+iDw1rVv36i9NONigsfqfTfQ9EBzXr901c=","46eJLsV6+iDw1rVv36i9NONigsfqfTfQ9EBzXr901c=","46eJLsV6+iDw1rVv36i9NONigsfqfTfQ9EBzXr901c=","Баку, Азербайджан","Haqqin.az является независимым информационным агентством. Азербайджане, и одним из ведущих поставщиков новостей

#haqqin @haqqin_az #azerbaijan #news","http://t.co/y3BYcWtFrC","524","28","2014-08-06","ru"
"qXsKFeuypKnamstyGzyIyb5ESxeYVrF4lfj+DoNEiBI=","qXsKFeuypKnamstyGzyIyb5ESxeYVrF4lfj+DoNEiBI=","qXsKFeuypKnamstyGzyIyb5ESxeYVrF4lfj+DoNEiBI=","Azerbaijan","https://t.co/7q3bPlI5Ne является независимым информационным агентством.

#news #новости #Азербайджан #Аzerbaijan #haqqin #haqqinaz #haqqinz","https://t.co/TY3gz33nIF","0","0","2020-11-23","ru"
"9tv1gRACFz8IPY6lCkXCgaXEJh1Ol2Fk78bhuCGhyA=","9tv1gRACFz8IPY6lCkXCgaXEJh1Ol2Fk78bhuCGhyA=","9tv1gRACFz8IPY6lCkXCgaXEJh1Ol2Fk78bhuCGhyA=","Baku, Azerbaijan","Owner of #BAKUcafe
#Shareforkhojaly
#Justiceforkhojaly
#StopArmenianAggression
#StopArmenianOccupation
#HocalıKatliamı
#EndofOccupation
#Back2karabakh","https://t.co/iuBxHfYAXs","385","1183","2019-02-22","en"
"hIwvijBQgtzTif1aiKe2oyhLTLj780vfUz8pJfXDEYI=","hIwvijBQgtzTif1aiKe2oyhLTLj780vfUz8pJfXDEYI=","hIwvijBQgtzTif1aiKe2oyhLTLj780vfUz8pJfXDEYI=","Azerbaijan","Spokesperson of @AzerbaijanMFA RT not endorsement.","https://t.co/v2wDdKUryV","8","88","2020-11-08","ru"
"DbsuQUF4Wnqdvjb44vyvYKty3wqZYhy99pKmyKzw=","DbsuQUF4Wnqdvjb44vyvYKty3wqZYhy99pKmyKzw=","DbsuQUF4Wnqdvjb44vyvYKty3wqZYhy99pKmyKzw=","Baku","First Vice President of Azerbaijan Mehriban Aliyeva - The official parody account

#ArtsakhStrong #KarabakhIsAzerbaijan","https://t.co/EXRbKBwqzD","33","0","2020-10-03","ru"
"9I2UVCTjRhYZvhxhkCC13U0HAU1ZAHDZbX1kpc3cVc=","9I2UVCTjRhYZvhxhkCC13U0HAU1ZAHDZbX1kpc3cVc=","9I2UVCTjRhYZvhxhkCC13U0HAU1ZAHDZbX1kpc3cVc=","Azerbaijan","This account for sale. 
Please write PM. 

#Azerbaijan #VisitAzerbaijan #Baku","","6","5","2008-10-28","ru"
"U85UXJnDlKVLyoAI1sPy6wJDqauSloR6yXUZ9F6dPs=","U85UXJnDlKVLyoAI1sPy6wJDqauSloR6yXUZ9F6dPs=","U85UXJnDlKVLyoAI1sPy6wJDqauSloR6yXUZ9F6dPs=","Khankendi, Azerbaijan","Elected representative of the Azerbaijani population of the Nagorno-Karabakh region of Azerbaijan.","https://t.co/piOxnPJKK8","0","0","2020-11-15","ru"
"udD+2utCbaNF44kJOjT5lLCtp8lsFTEnTeIdeu7LUHc=","udD+2utCbaNF44kJOjT5lLCtp8lsFTEnTeIdeu7LUHc=","udD+2utCbaNF44kJOjT5lLCtp8lsFTEnTeIdeu7LUHc=","Azerbaijan","Minister of Foreign Affairs Since 
April 2, 2004.","https://t.co/v2wDdKUryV","27","170","2019-04-17","ru"
"uqU5V82g6lpOgJjvDGLIA4LEFT2wGmque+vYhRUTk=","uqU5V82g6lpOgJjvDGLIA4LEFT2wGmque+vYhRUTk=","uqU5V82g6lpOgJjvDGLIA4LEFT2wGmque+vYhRUTk=","Azerbaijan","Lieutenant General is an Azerbaijani politician who has been the Minister of Defense of Azerbaijan since 2013.

The official account","https://t.co/06ojhMm2e6","112","15","2016-04-10","ru"
"Rgex8nPtn9Y4bvWf9RMb8yI2GGWP65yTXb+9ZygHU=","Rgex8nPtn9Y4bvWf9RMb8yI2GGWP65yTXb+9ZygHU=","Rgex8nPtn9Y4bvWf9RMb8yI2GGWP65yTXb+9ZygHU=","Azerbaijan","Minister of Foreign Affairs of the Republic of Azerbaijan","https://t.co/RI9sLBiat9","527","134","2014-11-20","ru"
"GirKucHHVYqwkhuyAv8ypYqFiJEerIARdbMGI8Szqs=","GirKucHHVYqwkhuyAv8ypYqFiJEerIARdbMGI8Szqs=","GirKucHHVYqwkhuyAv8ypYqFiJEerIARdbMGI8Szqs=","","Baku is in my heart","","4","38","2019-02-21","en"
"Tf0FY7EDYEUVzBsJNSLmYJ0nBSU4Z38qsQxp48GpxA=","Tf0FY7EDYEUVzBsJNSLmYJ0nBSU4Z38qsQxp48GpxA=","Tf0FY7EDYEUVzBsJNSLmYJ0nBSU4Z38qsQxp48GpxA=","Azerbaijan","I have three years exerience  in creating professional Graphic Design. Love to work and show my creativity","","65","440","2019-02-21","en"
"OVC8cA0LTalwGqP2ooefLPsdlJmbB5wF+hpKZuRp0=","OVC8cA0LTalwGqP2ooefLPsdlJmbB5wF+hpKZuRp0=","OVC8cA0LTalwGqP2ooefLPsdlJmbB5wF+hpKZuRp0=","Bakırköy, İstanbul","#citizenoftheworld, God's child,
#Shareforkhojaly
#Justiceforkhojaly
#StopArmenianAggression
#StopArmenianOccupation
#HocalıKatliamı
#Back2karabakh","","166","927","2019-02-22","en"
"kOz2N8zYnJelFdiMofn+KHxJIBSQ4FXScqOU5nmlsog=","kOz2N8zYnJelFdiMofn+KHxJIBSQ4FXScqOU5nmlsog=","kOz2N8zYnJelFdiMofn+KHxJIBSQ4FXScqOU5nmlsog=","Khankendi, Azerbaijan","Elected representative of the Azerbaijani population of the Nagorno-Karabakh region of Azerbaijan.","https://t.co/piOxnPJKK8","0","1","2020-10-16","ru"
"J+DqVRUnxy1xebmfFWlFz6O2jaweNQipELiIwGmC78=","J+DqVRUnxy1xebmfFWlFz6O2jaweNQipELiIwGmC78=","J+DqVRUnxy1xebmfFWlFz6O2jaweNQipELiIwGmC78=","Баку, Азербайджан","Haqqin.az является независимым информационным агентством. Азербайджане, и одним из ведущих поставщиков новостей #haqqin @haqqin_az_ #azerbaijan #news","https://t.co/LyyON1tU3g","381","45","2014-12-11","ru"
"RjBg+chC8o0DUgVLzMEtJKK1MrsHCwbRSJs1MSbJWU=","RjBg+chC8o0DUgVLzMEtJKK1MrsHCwbRSJs1MSbJWU=","RjBg+chC8o0DUgVLzMEtJKK1MrsHCwbRSJs1MSbJWU=","Azerbaijan","A native of Agdam 🇦🇿
#Justiceforkhojaly
#StopArmenianAggression
#StopArmenianOccupation
#HocalıKatliamı
#EndofOccupation
#Back2karabakh
#shareforkhojaly","","233","758","2019-02-21","en"
"p8PbTRSSnu3Re1jI+c33x2TdFAKbqe6P5ZSQGmlbQ=","p8PbTRSSnu3Re1jI+c33x2TdFAKbqe6P5ZSQGmlbQ=","p8PbTRSSnu3Re1jI+c33x2TdFAKbqe6P5ZSQGmlbQ=","Azerbaijan","Buraya necə gəlmişəm??? 😅","","100","414","2019-02-21","en"
"2rg8fiE11JB8Bh69A6aJWeRSBPcGTAmK8wnpFpH0=","2rg8fiE11JB8Bh69A6aJWeRSBPcGTAmK8wnpFpH0=","2rg8fiE11JB8Bh69A6aJWeRSBPcGTAmK8wnpFpH0=","Azerbaijan","I’ve learned I don’t know anything.  Have also learned that people will pay for what I know.  Life is good.
#Justiceforkhojaly
#Shareforkhojaly
#Back2karabakh","","145","530","2019-02-21","en"
"cZOjRuZC9y0Gh52T2gucxx1agq70VE2cSus9VWC1nUc=","cZOjRuZC9y0Gh52T2gucxx1agq70VE2cSus9VWC1nUc=","cZOjRuZC9y0Gh52T2gucxx1agq70VE2cSus9VWC1nUc=","","Bir insanın gözəlliyi onun ruhundadır.","","49","185","2019-02-22","en"
"3bc6BmmosKy9g+hwhMnLbHJWbe4pYksRUKf+aM50go=","3bc6BmmosKy9g+hwhMnLbHJWbe4pYksRUKf+aM50go=","3bc6BmmosKy9g+hwhMnLbHJWbe4pYksRUKf+aM50go=","","Marist College, Poughkeepsie #lovelive
 #bakulove #Views_very_obviously_〽️ine 💯","","21","42","2019-02-25","en"
"gc6T+1OobMGL7El7hMByxqJooM4u+zwRte5ZstpVvw=","gc6T+1OobMGL7El7hMByxqJooM4u+zwRte5ZstpVvw=","gc6T+1OobMGL7El7hMByxqJooM4u+zwRte5ZstpVvw=","Baku, Azerbaijan","Qarabağ 🇦🇿  + Galatasaray 🇹🇷 = 💙
#shareforkhojaly
#Justiceforkhojaly
#StopArmenianAggression
#StopArmenianOccupation
#HocalıKatliamı
#Back2karabakh","","291","442","2019-02-21","en"
"umi7TfGCQ73OtREt5v8BMjNBHbg96LnkEmH65RO8Ts=","umi7TfGCQ73OtREt5v8BMjNBHbg96LnkEmH65RO8Ts=","umi7TfGCQ73OtREt5v8BMjNBHbg96LnkEmH65RO8Ts=","Baku","First Vice President of Azerbaijan Mehriban Aliyeva - The official account","https://t.co/EXRbKBwqzD","0","0","2020-11-16","ru"
