"tweetid","userid","user_display_name","user_screen_name","user_reported_location","user_profile_description","user_profile_url","follower_count","following_count","account_creation_date","account_language","tweet_language","tweet_text","tweet_time","tweet_client_name","in_reply_to_userid","in_reply_to_tweetid","quoted_tweet_tweetid","is_retweet","retweet_userid","retweet_tweetid","latitude","longitude","quote_count","reply_count","like_count","retweet_count","hashtags","urls","user_mentions"
"1362485525232443393","d1SguruG6hJ4aJOjEigMcjiIIRFsfOMgQ98xY+cGPX0=","d1SguruG6hJ4aJOjEigMcjiIIRFsfOMgQ98xY+cGPX0=","d1SguruG6hJ4aJOjEigMcjiIIRFsfOMgQ98xY+cGPX0=","","#RedAMLOVE #RedAMLO No te preocupes AMLO, que la 4T un soldado en cada hijo te dio","","276","385","2019-08-12","es","es","AMLO define a Epigmenio Ibarra y Damián Alcázar como ""defensores de la 4T"" #Enhorabuena para los que si estamos con él #EsUnHonorEstarConObrador https://t.co/afCJMEqdnI","2021-02-18 19:33","TweetDeck","","","","False","","","absent","absent","0","0","0","0","['Enhorabuena', 'EsUnHonorEstarConObrador']","[]","[]"
"1366467447935684609","qaoGDyrcUQYRMEgXMMRDL55heivzwjKGF4lWgsaGwm0=","qaoGDyrcUQYRMEgXMMRDL55heivzwjKGF4lWgsaGwm0=","qaoGDyrcUQYRMEgXMMRDL55heivzwjKGF4lWgsaGwm0=","","Creyente de la verdadera transformación.
#RedAMLO","","27","84","2020-11-06","en","es","Los panistas son los típicos que navegan con bandera de pendejos para que venga MORENA a hacerles la chamba.","2021-03-01 19:16","Twitter Web App","","","","False","","","absent","absent","0","0","0","0","[]","[]","[]"
"1376327745853136897","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","Presenta #Morena iniciativa para aplicar multas a quienes fumen dentro de sus autos particulares ¿Estás de acuerdo?
https://t.co/kqwPVGtvCb https://t.co/LfCQv7MT14","2021-03-29 00:18","TweetDeck","","","","False","","","absent","absent","0","0","0","0","['Morena']","['https://bit.ly/2OUzoEi']","[]"
"1372975568669573121","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","#TELMEX se hace tendencia porque por su mala reputación las personas creyeron que había dejado de funcionar como es costumbre. Sin embargo lo que dejó de funcionar fue #Whatssap. https://t.co/ERPj8KVyLm","2021-03-19 18:17","TweetDeck","","","","False","","","absent","absent","0","1","1","0","['TELMEX', 'Whatssap']","[]","[]"
"1363577984666406913","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","¡Con sólo UNA dosis! Vacuna de Pfizer da PROTECCIÓN del 92.6% ante covid-19.
https://t.co/EANo6e6Jk3 https://t.co/yhqmqOhadn","2021-02-21 19:55","TweetDeck","","","","False","","","absent","absent","0","0","0","0","[]","['https://bit.ly/3sf9ZDf']","[]"
"1349437015478198274","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","El papa Francisco recibe la vacuna contra el #Covid19. 💉 
https://t.co/mJesusvh7n https://t.co/35VOYA9bg7","2021-01-13 19:23","TweetDeck","","","","False","","","absent","absent","0","0","0","0","['Covid19']","['https://bit.ly/3qa3DnA']","[]"
"1351205219238080514","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","#lunes | Inician pruebas de funcionalidad en la línea 1 del metro; dan fechas de apertura. 
https://t.co/hf1fR5vk72 https://t.co/5ngsAYqhTB","2021-01-18 16:30","TweetDeck","","","","False","","","absent","absent","0","0","0","0","['lunes']","['https://bit.ly/38Zw0iJ']","[]"
"1375244064929550342","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","#UNAM | FES Acatlán se declara en paro por falta de pago a profesores. Esto después de recibir un pliego petitorio de los Consejeros Representantes de Alumnos, así lo informó la institución a través de un comunicado.
https://t.co/IOzwxagt4e https://t.co/dbmpDmi8k4","2021-03-26 00:31","TweetDeck","","","","False","","","absent","absent","0","0","0","0","['UNAM']","['https://bit.ly/31jNodc']","[]"
"1375527976171761665","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","Ke+kKC59CqHsSLJ0ugXMB4+rL+99Xo5SretJMztngU=","","Noticias para llevar en tupper.","","237","238","2019-08-20","es","es","Así son las METL, las ruedas de bici con tecnología de la NASA: ni hay que inflarlas ni (teóricamente) se pinchan.
https://t.co/7Yr7PavIaS https://t.co/Fq9bpOaSV2","2021-03-26 19:20","TweetDeck","","","","False","","","absent","absent","0","0","0","0","[]","['https://bit.ly/3rmsl4q']","[]"
"1371253560864772098","1305901572531118086","PollsMX","PollsMX_","Ciudad de México","Todas las encuestas en tu mano.","https://t.co/U9SNR1Q6BE","9166","293","2020-09-15","es","es",".@RGC_Mx va por la gubernatura de San Luis Potosí. ¿Cómo va en las preferencias?
Suscríbete, obtén un 50 % de descuento por tiempo limitado y ve todos los datos de nuestra encuesta. https://t.co/2WLCBuZ77F https://t.co/I8VZd7ngZe","2021-03-15 00:15","Twitter Web App","","","","False","","","absent","absent","0","0","2","0","[]","['https://polls.mx']","['783396589']"
"1355991747608756226","1305901572531118086","PollsMX","PollsMX_","Ciudad de México","Todas las encuestas en tu mano.","https://t.co/U9SNR1Q6BE","9166","293","2020-09-15","es","es","Pablo Gómez, diputado por Morena, será uno de los legisladores que buscará su reelección en San Lázaro en las #Elecciones2021. Conoce su trayectoria y ve cómo va en las preferencias: https://t.co/2WLCBuZ77F https://t.co/HHKm5lYgqm","2021-01-31 21:30","Twitter Web App","","","","False","","","absent","absent","0","0","0","0","['Elecciones2021']","['https://polls.mx']","[]"
